healthScore,maxNumberCommit,numberCommit,orgName,repoName
0.6,5,3.0,cryptobigbro,"cryptobigbro/coinbasepro-ETC-EUR"
0.6,5,3.0,cryptobigbro,"cryptobigbro/coinbasepro-BAT-USDC"
0.6,5,3.0,cryptobigbro,"cryptobigbro/coinbasepro-ETC-USD"
0.6,5,3.0,ibulmer,ibulmer/weather
0.6,5,3.0,cryptobigbro,"cryptobigbro/coinbasepro-ZRX-USD"
0.6,5,3.0,ibulmer,"ibulmer/ibulmer.github.io"
0.6,5,3.0,learn-co-kat,"learn-co-kat/learn-co-sandbox"
0.6,5,3.0,cryptobigbro,"cryptobigbro/coinbasepro-BTC-EUR"
0.6,5,3.0,cryptobigbro,"cryptobigbro/bitmex-ETHUSD"
0.6,5,3.0,cryptobigbro,"cryptobigbro/bitmex-XBTU19"
0.6,20,12.0,yuto1234,"miyuki-muneishi/freemarket_sample_57a"
0.6,5,3.0,lfd-lists,"linux-mailinglist-archives/linux-btrfs.vger.kernel.org.0"
0.6,5,3.0,cryptobigbro,"cryptobigbro/bitmex-XBT7D_U105"
0.6,5,3.0,cryptobigbro,"cryptobigbro/bitmex-XBT7D_D95"
0.6,10,6.0,sahuguet,"ct-studio-buildboard/ST19-02"
0.6,5,3.0,cryptobigbro,"cryptobigbro/bitmex-XBTUSD"
0.6,5,3.0,Unpublished,"Unpublished/GithubTrending"
0.6,5,3.0,boost-commitbot,boostorg/boost
0.6,20,12.0,newstools,"newstools/2019-vanguard-nigeria"
0.6,15,9.0,mmmb1,mmmb1/single_cn
0.6,15,9.0,fxtools,"fxtools/quote_percentages"
0.6,5,3.0,sjonany,"AllenInstitute/swdb_2019_student"
0.6,10,6.0,khheartbr,khheartbr/heroboss2
0.6,5,3.0,vasusethia1,hack-summit/Shivvvas
0.5925925925925926,27,16.0,pull[bot],tcely/aports
0.5925925925925926,27,16.0,mujohn26,mujohn26/FREE-MENTORS
0.5887850467289719,107,63.0,SergeyZh,"JetBrains/intellij-community"
0.5882352941176471,17,10.0,greenhouse-ci,greenhouse-ci/locks
0.5862068965517241,29,17.0,CyrusTheCurator,"bw-clinical-trials/Marketing-Page"
0.5846153846153846,65,38.0,terrepainpaix,terrepainpaix/Tutorial
0.5833333333333334,12,7.0,njgingrich,"njgingrich/whatdidcongressdo"
0.5833333333333334,12,7.0,IranBourseYar,i3130002/BourseYar
0.5833333333333334,24,14.0,lonefintech,"lonefintech/hugo-contrarian"
0.5833333333333334,12,7.0,musework,musework/cra-slider-game
0.5833333333333334,12,7.0,elizparisi,"elizparisi/sinatra-fwitter-group-project-v-000"
0.5833333333333334,12,7.0,hirotaewon,hirotaewon/BTbotSetting
0.5789473684210527,19,11.0,renovate[bot],"terraform-providers/terraform-provider-kubernetes"
0.5757575757575758,33,19.0,pbaffiliate25,"pbaffiliate25/repoForSynchCheckoutPurge"
0.575,40,23.0,boostinwrx,"boostinwrx/ruby-enumerables-hash-practice-green-grocer-lab-dc-web-091619"
0.5714285714285714,7,4.0,rda-dattore,"NCAR/dset-web-accessible-folder-dev"
0.5714285714285714,56,32.0,renovate[bot],"batazor/MyExampleAndExperiments"
0.5714285714285714,7,4.0,oeeen,"1-sunshine/miniprojects-2019"
0.5714285714285714,7,4.0,herrbischoff,herrbischoff/badbots
0.5714285714285714,7,4.0,swirhen,swirhen/anime-podcast
0.5714285714285714,7,4.0,Maddog2050,"Maddog2050/docker-ubuntu1804-ansible"
0.5714285714285714,14,8.0,michaelfm1211,tixte/tixte-dark
0.5714285714285714,7,4.0,phy25,"phy25/calendly_helper_django"
0.5714285714285714,21,12.0,kinoha514k,kinoha514k/vpn-settings
0.5714285714285714,7,4.0,pull[bot],"SudharakaP/generator-jhipster"
0.5714285714285714,7,4.0,lymansnow,voken100g/AutoSSR
0.5714285714285714,14,8.0,ghkddudrms,ghkddudrms/botamdb1
0.5714285714285714,7,4.0,rda-dattore,NCAR/dash-rda-prod
0.5714285714285714,7,4.0,datvance,datvance/noinstagram
0.5714285714285714,21,12.0,FloydvanHassel,"FloydvanHassel/SoloHelmsLogs"
0.5714285714285714,7,4.0,grod220,grod220/TMS-D.A.Carson
0.5714285714285714,7,4.0,kksineric,kksineric/sm
0.5714285714285714,14,8.0,cmsbuild,cms-sw/cms-sw.github.io
0.5714285714285714,7,4.0,cryptobigbro,"cryptobigbro/coinbasepro-LINK-USD"
0.5714285714285714,7,4.0,danieldickison,danieldickison/lay
0.5714285714285714,7,4.0,cryptobigbro,"cryptobigbro/coinbasepro-REP-BTC"
0.5714285714285714,7,4.0,cryptobigbro,"cryptobigbro/coinbasepro-XRP-USD"
0.5714285714285714,7,4.0,cryptobigbro,"cryptobigbro/coinbasepro-ZEC-BTC"
0.5714285714285714,7,4.0,cryptobigbro,"cryptobigbro/coinbasepro-LTC-GBP"
0.5714285714285714,7,4.0,cryptobigbro,"cryptobigbro/coinbasepro-ETH-USD"
0.5714285714285714,7,4.0,context-machine,offstream-news/public
0.5714285714285714,7,4.0,sahuguet,"ct-studio-buildboard/ST19-18"
0.5714285714285714,7,4.0,osb1028,osb1028/osbosb1028
0.5714285714285714,7,4.0,newstools,"newstools/2019-business-tech"
0.5714285714285714,14,8.0,bluespice-github-bot,hallowelt/mediawiki
0.5714285714285714,7,4.0,thirstycode,"thirstycode/Raspi-output-catcher"
0.5714285714285714,14,8.0,l,l/debian-handbook-test
0.5714285714285714,14,8.0,"sustainabledevelopment-Namibia","sustainabledevelopment-Namibia/Site"
0.5702743142144638,10025,5717.0,tree-bot,mirror-land/bzip2
0.5625,16,9.0,allinoneapps,allinoneapps/repo
0.5625,16,9.0,bibletld,"bibletld/bibletld.github.io"
0.5555555555555556,9,5.0,mariusvniekerk,"conda-forge/staged-recipes"
0.5555555555555556,9,5.0,newstools,newstools/2019-ktn-news
0.5555555555555556,9,5.0,fredbelotte,revaturexyz/platformxyz
0.5555555555555556,9,5.0,lfd-lists,"linux-mailinglist-archives/linuxppc-dev.lists.ozlabs.org.0"
0.5555555555555556,9,5.0,7kingca,7kingca/dbbossbot
0.5555555555555556,9,5.0,sahuguet,"ct-studio-buildboard/ST19-09"
0.5555555555555556,9,5.0,funilrys,"dead-hosts/rlwpx.free.fr.hrsk_git_FadeMind"
0.5555555555555556,9,5.0,hadiahameed,"hadiahameed/hadiahameed.github.io"
0.5531914893617021,47,26.0,axusmark,"grupo-frontend/frontend-angular"
0.55,20,11.0,simpco,simpco/simpco.github.io
0.55,20,11.0,m6ram,m6ram/m6ram.github.io
0.5483870967741935,31,17.0,exo-swf,exodev/platform
0.5483870967741935,31,17.0,wso2-jenkins-bot,wso2/carbon-data
0.5454545454545454,11,6.0,tumhopaasmere,"tumhopaasmere/tumhopaasmere"
0.5454545454545454,11,6.0,cai1i,cai1i/test
0.5454545454545454,11,6.0,funilrys,"dead-hosts/just-domains_web_malwaredomains.com"
0.5454545454545454,11,6.0,aseventhimpossiblething,"aseventhimpossiblething/workPortal"
0.5431034482758621,116,63.0,wpt-pr-bot,web-platform-tests/wpt
0.5416666666666666,24,13.0,adon0420023,adon0420023/Newton
0.5416666666666666,24,13.0,OXIIVIA,"OXIIVIA/freemarket_sample_57d"
0.5416666666666666,24,13.0,lfd-lists,"linux-mailinglist-archives/driverdev-devel.linuxdriverproject.org.0"
0.5416666666666666,24,13.0,abc873693,NKUST-ITC/NKUST-AP-API
0.5384615384615384,13,7.0,ZzkilzZ,N0Reload/Born2Crysis
0.5384615384615384,13,7.0,Erica-Ryan,"Erica-Ryan/Erica-Ryan.github.io"
0.5362318840579711,69,37.0,aabuauf,"aabuauf/playlister-sinatra-online-web-ft-071519"
0.5348837209302325,43,23.0,pull[bot],moimikey/homebrew-cask
0.5333333333333333,15,8.0,bquinonez,"bquinonez/learn-co-sandbox"
0.5333333333333333,15,8.0,ViktoriiaBeznisko,"ViktoriiaBeznisko/programming-univbasics-4-array-simple-array-manipulations-online-web-prework"
0.532967032967033,364,194.0,"MultichartsScannerDataChecker","multicharts/scanner-check"
0.5294117647058824,17,9.0,yeszzzz,yeszzzz/time2
0.5294117647058824,17,9.0,pappukr4444,"pappukr4444/Competitive_Programming"
0.5263157894736842,19,10.0,SvenRoederer,"SvenRoederer/openwrt-packages"
0.5263157894736842,19,10.0,jhaemin,paywteam/eodiro
0.5263157894736842,19,10.0,himang1124,himang1124/bosstime3
0.5238095238095238,21,11.0,hche608,hche608/hax3-parent
0.5217391304347826,23,12.0,cm3z4,cm3z4/Joke_Bot
0.5214723926380368,489,255.0,moz-v2v-gh,mozilla/gecko-dev
0.52,25,13.0,supertester00,supertester00/Galileo
0.52,25,13.0,bluerob45,bluerob45/Aristotle
0.52,25,13.0,kodiccloud100,kodiccloud100/Lincoln
0.5172413793103449,29,15.0,midenok,MariaDB/server
0.5161290322580645,62,32.0,MeinerLP1,MeinerLP1/CloudNet
0.5137931034482759,290,149.0,alex-tee,zrythm/zrythm
0.5116279069767442,43,22.0,mihaiblaga89,pavjacko/renative
0.5066666666666667,75,38.0,facebook-github-bot,pytorch/pytorch
0.5061728395061729,81,41.0,karimiehsan90,nimbo3/Keenbo
0.5053763440860215,93,47.0,pull[bot],kmpaul/staged-recipes
0.5043103448275862,232,117.0,anawinwz,"WebmasterCamp/ywc17-landing"
0.5034324942791762,437,220.0,guyfreund,demisto/content
0.5004784688995215,1045,523.0,tigefa4u,tigefa4u/gitlabhq
0.5,2,1.0,freeipa-pr-ci,freeipa-pr-ci/freeipa
0.5,2,1.0,hailey99,"hailey99/hailey99.github.io"
0.5,2,1.0,xeduardomx,"xeduardomx/sysone-admision"
0.5,4,2.0,mishra-amrit,"project-vienna/vienna-microgateway"
0.5,4,2.0,Cu3PO42,Cu3PO42/SVEx-Crawler
0.5,4,2.0,bitnami-bot,"bitnami/bitnami-docker-node"
0.5,2,1.0,joanlb,joanlb/wplengine
0.5,2,1.0,lhminh167,lhminh167/tssnextjs
0.5,2,1.0,Danilo97,Danilo97/salzo2
0.5,2,1.0,trung,"jpmorganchase/jpmorganchase.github.io"
0.5,2,1.0,weilijing,BitPoppop/Poppop
0.5,2,1.0,VividLau,"VividLau/1p3a_python_script"
0.5,2,1.0,jdmcleod,Jeremy-Walton/riskCalc
0.5,4,2.0,muratmtunc,"muratmtunc/muratmtunc.github.io"
0.5,2,1.0,dpiponi,dpiponi/Stellarator
0.5,4,2.0,echenatwork,echenatwork/BuddyBank
0.5,4,2.0,bitnami-bot,"bitnami/bitnami-docker-python"
0.5,2,1.0,oleg-cherednik,oleg-cherednik/zip4j
0.5,2,1.0,L1nwatch,L1nwatch/stock_deal
0.5,4,2.0,Nishanthravula,"parshuramreddysudda/Primefort-2.0"
0.5,10,5.0,523860169,523860169/hosts
0.5,6,3.0,523860169,523860169/list
0.5,2,1.0,alexyangjie,"alexyangjie/domains-blacklist"
0.5,2,1.0,cindycheunggg,"cindycheunggg/cindycheunggg.github.io"
0.5,2,1.0,Lancger,Lancger/study_new
0.5,8,4.0,mpw5,mpw5/fq-scores
0.5,4,2.0,gitmetocean,"metocean/operational-models"
0.5,18,9.0,mateimicu,mateimicu/auto-tag
0.5,4,2.0,Buggerfal,Buggerfal/gun-idle
0.5,4,2.0,anisoncharts,"anisoncharts/anisoncharts.github.io"
0.5,2,1.0,outt-iao,"outt-iao/outt-iao.github.io"
0.5,2,1.0,gganssle,gganssle/scimirrorbot
0.5,2,1.0,jzohrab,jzohrab/emacs.d
0.5,2,1.0,gnjo,gnjo/quest
0.5,2,1.0,funilrys,"Ultimate-Hosts-Blacklist/BadIPs.com_Level_4"
0.5,2,1.0,jadtarsheshe,jadtarsheshe/Bakery
0.5,2,1.0,ashleywong678,"ashleywong678/plant-nexus-backend"
0.5,8,4.0,qwertyuiop09,"qwertyuiop09/qwertyuiop09.github.io"
0.5,2,1.0,dotnet-maestro[bot],dotnet/core-setup
0.5,8,4.0,calvinmac40,"calvinmac40/school-domain-online-web-pt-081219"
0.5,6,3.0,funilrys,"Ultimate-Hosts-Blacklist/BadIPs.com_Level_3"
0.5,2,1.0,justthedoctor,justthedoctor/coinbin
0.5,2,1.0,pull[bot],tgly307/RSSHub
0.5,4,2.0,despottt,despottt/flexcourse
0.5,2,1.0,saechimdaeki,"SophieYoonseo/Jeonju_culturallife"
0.5,2,1.0,garyu69,garyu69/test_postman
0.5,12,6.0,exo-swf,exodev/ecms
0.5,2,1.0,hookzof,hookzof/socks5_list
0.5,2,1.0,guidobonerz,guidobonerz/nerdsuite
0.5,2,1.0,mashinosatoshi,"mashinosatoshi/sample_node_express"
0.5,4,2.0,gedoor,gedoor/legado
0.5,22,11.0,fredriss,apple/swift-llvm
0.5,2,1.0,stevenmburns,"ALIGN-analoglayout/ALIGN-public"
0.5,6,3.0,fredriss,apple/swift-clang
0.5,16,8.0,opse2esa,"opse2esa/E2E_RepoSync_Public_PPE"
0.5,2,1.0,SDL-mirror-bot,SDL-mirror/SDL
0.5,2,1.0,Automedon,"Automedon/CodeWars-7-kyu-Soluitions-part-2"
0.5,2,1.0,forwardNow,forwardNow/study
0.5,2,1.0,MarkPaspirgilis,"kirschstern/the_ring_club"
0.5,2,1.0,javasmuse,"JHowell78/SpringMVCFilmCRUD"
0.5,2,1.0,tayoakinbiyi,tayoakinbiyi/statgen
0.5,2,1.0,qurben,csrdelft/productie
0.5,2,1.0,seisman,gmt-china/GMT_docs
0.5,16,8.0,JonneyDong,JonneyDong/st
0.5,10,5.0,Pomile,"andela/banshee-bn-backend"
0.5,2,1.0,xpqx,"xpqx/advancedInformationSecurity"
0.5,18,9.0,norhap,"norhap/enigma2-openvision"
0.5,2,1.0,stupidzhangsj,stupidzhangsj/solo-blog
0.5,2,1.0,guimabdo,guimabdo/guidotnet
0.5,6,3.0,yoonseulki,yoonseulki/repository2
0.5,2,1.0,csunkara74,csunkara74/devops101
0.5,2,1.0,botsteve,botsteve/databaseProject
0.5,4,2.0,berenm,bminor/mesa-mesa
0.5,2,1.0,ghuntley,ghuntley/workshops
0.5,4,2.0,NguyenDuyTruong1998,"NguyenDuyTruong1998/myProjects"
0.5,2,1.0,violinist-bot,"violinist-dev/open_social"
0.5,2,1.0,y-yagi,rails/rails
0.5,6,3.0,honasassa,honasassa/tnet-archive
0.5,2,1.0,plug-n-play,plug-n-play/gurbani
0.5,4,2.0,ryan-roebuck,"ryan-roebuck/ryan-roebuck.github.io"
0.5,2,1.0,statesman4,statesman4/AAAA
0.5,6,3.0,TAKUMI-OWARI,"TAKUMI-OWARI/freemarket_sample_51_a"
0.5,2,1.0,miruetoto,"miruetoto/miruetoto.github.io"
0.5,2,1.0,HMellor,"mashematics/ta-silent-auction"
0.5,2,1.0,marvinborner,"Jugendhackt/JugendhacktApp"
0.5,4,2.0,Michael-F-Bryan,"Michael-F-Bryan/adventures-in-motion-control"
0.5,2,1.0,tbodt,tex-mirror/luatex
0.5,2,1.0,pull[bot],mark0725/tensorflow
0.5,2,1.0,Sean-Dalrymple,GraemeRombough/HRGO
0.5,2,1.0,emadsi,F14di/FE_Admin_Dashboard
0.5,2,1.0,OPSTestPPE,"OPS-E2E-PPE/azure-docs-cli-python"
0.5,2,1.0,fruit-in,fruit-in/LeetCode
0.5,2,1.0,AbelNavarro,AbelNavarro/ghbooster
0.5,6,3.0,VBulanyi,VBulanyi/dist
0.5,4,2.0,darrowco,darrowco/kdx175
0.5,2,1.0,dtzWill,llvm-mirror/lldb
0.5,2,1.0,TheDeaX-Lab,"TheDeaX-Lab/freeticket_su"
0.5,2,1.0,tomwey,"tomwey/job_salary_backend"
0.5,2,1.0,EfimovALni,EfimovALni/Java
0.5,2,1.0,SUNsung,SUNsung/fap
0.5,2,1.0,JoaoGFarias,"JoaoGFarias/JoaoGFarias.github.io"
0.5,2,1.0,realappie,realappie/ngx-intl
0.5,8,4.0,DavidMikeSimon,DavidMikeSimon/lotsa
0.5,24,12.0,cymok,cymok/cymok.github.io
0.5,2,1.0,EmilAndreasyan,"EmilAndreasyan/learn-co-sandbox"
0.5,2,1.0,gamuwo,gamuwo/gamuwo
0.5,6,3.0,decaffeinate-bot,"decaffeinate-examples/coffeelint"
0.5,2,1.0,yamaguchi-dai,"yamaguchi-dai/git_training"
0.5,2,1.0,gavinquirk,gavinquirk/pix
0.5,2,1.0,henriquegogo,henriquegogo/quiz
0.5,2,1.0,raptorf1,zanenkn/KattBNB_client
0.5,2,1.0,dospina813,dospina813/masspool
0.5,4,2.0,jqwest,"jqwest/javascript-intro-to-functions-lab-bootcamp-prep-000"
0.5,2,1.0,Ocramius,"Ocramius/GeneratedHydrator"
0.5,2,1.0,53water,"53water/53water.github.io"
0.5,2,1.0,snoopycrimecop,"snoopycrimecop/bio-formats-documentation"
0.5,2,1.0,maryfries,bjc-edc-2017-18/bjc-r
0.5,8,4.0,baesparza,"InDevelopmentCompany/Ascendere-Platform"
0.5,10,5.0,sewonkimm,"soyoungjeong/EmojiByEternal"
0.5,8,4.0,LidorAbo,LidorAbo/Experiment
0.5,2,1.0,iBug,iBug/iBug.github.io
0.5,6,3.0,zhengruitao,"zhengruitao/zhengruitao.github.io"
0.5,4,2.0,Antidote,AxioDL/zeus
0.5,2,1.0,Landre,Landre/masterthesis
0.5,2,1.0,adamcsigas,"green-fox-academy/adamcsigas"
0.5,2,1.0,lucasweaverlah,lucasweaver10/temp
0.5,2,1.0,shaharmor,"shaharmor/node-module-boilerplate"
0.5,2,1.0,aaarne,Roboy/gelataio-boy
0.5,2,1.0,tomwillfixit,"tomwillfixit/GithubActions-Docker"
0.5,4,2.0,pull[bot],jarvanh/Netch
0.5,80,40.0,dependabot-preview[bot],ffflorian/api-clients
0.5,10,5.0,meinou,codelab-fun/codelab
0.5,2,1.0,joe-conigliaro,vlang/vc
0.5,10,5.0,malizemuse,"malizemuse/ruby-enumerables-hash-practice-green-grocer-lab-online-web-prework"
0.5,2,1.0,NealGarrison,"mshsstemclub/mshsstemclub.github.io"
0.5,2,1.0,rfreemansol1982,"rfreemansol1982/survey_test"
0.5,4,2.0,vitorhariel,vitorhariel/monitory
0.5,4,2.0,kellinder,kellinder/kellinder2
0.5,2,1.0,SabhyaC26,"SabhyaC26/Coding-Interview-Questions"
0.5,2,1.0,TheBrianMok,"TheBrianMok/TheBrianMok.github.io"
0.5,2,1.0,suertang,suertang/MMDigtal
0.5,2,1.0,vikas007bhutani,"vikas007bhutani/nodemysql"
0.5,2,1.0,mousemun,mousemun/cookbook-ration
0.5,2,1.0,sofeeGud,sofeeGud/java-core-grom
0.5,2,1.0,AbhinathK,AbhinathK/my-portfolio
0.5,2,1.0,kassbohm,kassbohm/hib-snippets
0.5,14,7.0,Yossig,AdoptADog/server
0.5,2,1.0,Hawkart,Hawkart/darestreams
0.5,72,36.0,htynkn,htynkn/spring-boot
0.5,2,1.0,leven-cn,"leven-cn/dookbook-doc-devel"
0.5,2,1.0,yfdoor,yfdoor/solo-blog
0.5,2,1.0,fangpenlin,fangpenlin/open-doodles
0.5,2,1.0,darscan,"snyk-fixtures/npm-lockfiles"
0.5,2,1.0,bhanupratapys,dnswarden/blocklist
0.5,2,1.0,benzguo,openscrape/filmbot
0.5,2,1.0,xiangming25,"xiangming25/xiangming25.github.io"
0.5,4,2.0,vahid-dan,CareyLabVT/SCCData
0.5,14,7.0,marcelstoer,"marcelstoer/nodemcu-custom-build"
0.5,4,2.0,Uticodes,"Uticodes/BlessFlame_FrontEnd"
0.5,6,3.0,clonex10100,"clonex10100/advanced-hashes-hashketball-online-web-prework"
0.5,12,6.0,jaanan,jaanan/koulutuskanta
0.5,4,2.0,VasilevaDO,"VasilevaDO/python-variables-lab-data-science-intro-000"
0.5,2,1.0,Vertfromage,"Vertfromage/Vertfromage.github.io"
0.5,4,2.0,kishima,kishima/mruby
0.5,2,1.0,ClassyBot,"ClassyBot/ClassicPress-nightly"
0.5,32,16.0,triforcecoin,"triforcecoin/triforcecoin"
0.5,2,1.0,GuzhengAlive,GuzhengAlive/gza-rebuild
0.5,2,1.0,danielsistrunk,"danielsistrunk/devotedtodestruction.github.io"
0.5,2,1.0,Castau,"Castau/Week-36-Assignments"
0.5,2,1.0,lucaskurata,Daniel-Otaviano/NIXIS
0.5,2,1.0,amerlescucodez,"amerlescucodez/faye-docker-ruby"
0.5,2,1.0,sw005320,espnet/espnet
0.5,4,2.0,OPSTestPPE,OPS-E2E-PPE/xref-ref-ppe
0.5,10,5.0,mludowise,"mludowise/sketch-plugin-directory-plus"
0.5,2,1.0,daviehh,daviehh/fanshim-cpp
0.5,6,3.0,Josep-h,"Josep-h/paragraph-level_implicit_discourse_relation_classification"
0.5,2,1.0,arek99,arek99/ohadflab
0.5,4,2.0,InerLeeLofgren,props-plus/Backend
0.5,2,1.0,kristinamotte,kristinamotte/pillbox
0.5,26,13.0,EtivenKodi,EtivenKodi/Hawking
0.5,26,13.0,tommy605,tommy605/Tesla
0.5,24,12.0,tacotaco2,tacotaco2/Curie
0.5,24,12.0,SousanCCloud,SousanCCloud/Vinci
0.5,28,14.0,llopez0814,llopez0814/Heisenberg
0.5,12,6.0,kunfayakun,kunfayakun/kunfayakun
0.5,12,6.0,jobhimain,jobhimain/jobhimain
0.5,24,12.0,eodccloud,eodccloud/Einstein
0.5,8,4.0,yogiklatt,"yogiklatt/DCS_OperationBaguette"
0.5,2,1.0,arthurho,arthurho/kinderkamackpt
0.5,14,7.0,teolemon,"openfoodfacts/openfoodfacts-server"
0.5,2,1.0,BetaMee,"BetaMee/betamee.github.io"
0.5,2,1.0,Djang0starr,"Djang0starr/programming-univbasics-4-intro-to-hashes-lab-seattle-web-091619"
0.5,12,6.0,jhuesos,jhuesos/jvega.dev
0.5,2,1.0,jaux,jaux/webstorm-settings
0.5,4,2.0,87591,87591/increase00
0.5,2,1.0,steemleo,"steem-engine-exchange/nitrous"
0.5,6,3.0,topnuomi,topnuomi/TOP-framework
0.5,2,1.0,volcanohong,volcanohong/uneed
0.5,6,3.0,trusteeee,trusteeee/AutoPaster
0.5,2,1.0,liujingchao0519,"liujingchao0519/notes-2019"
0.5,2,1.0,devinreeh,devinreeh/btre_project
0.5,2,1.0,asengupta,asengupta/seequuarress
0.5,2,1.0,kid-wumeng,kid-wumeng/mana
0.5,8,4.0,JohnCremona,LMFDB/lmfdb
0.5,2,1.0,webcpp,webcpp/gslpp
0.5,4,2.0,stepan2019,stepan2019/Carpass
0.5,8,4.0,Mirlington,"dongmeilim/Assignment_3_206"
0.5,4,2.0,johnroper100,johnroper100/Tonalite
0.5,4,2.0,ItsSebbLOL,"Beijing-Institute-of-Technology-CS/Vivid"
0.5,62,31.0,lenchvolodymyr,"BinaryStudioAcademy/bsa-2019-metrica"
0.5,2,1.0,simonequarticelli,"simonequarticelli/BoolBnb-gruppo-2"
0.5,2,1.0,markrendle,RendleLabs/docs
0.5,2,1.0,Ismael-Molina,Ismael-Molina/Libro-2
0.5,8,4.0,meg4z0rd,meg4z0rd/de-whyred
0.5,2,1.0,jneilliii,"jneilliii/OctoPrint-GCodeThumbs"
0.5,2,1.0,ABCTecnology,ABCTecnology/Equipo17
0.5,2,1.0,rugyoga,"rugyoga/rugyoga.github.io"
0.5,12,6.0,muroslavko,"BinaryStudioAcademy/bsa-2019-ide"
0.5,2,1.0,albertnetymk,"albertnetymk/albertnetymk.github.io"
0.5,10,5.0,newstools,"newstools/2019-sundiata-post"
0.5,2,1.0,deraen-robot,cljsjs/cljsjs.github.io
0.5,2,1.0,mpendulomalangza,"nsfas/studentSelfServicePortal"
0.5,2,1.0,Mrdapeng,Mrdapeng/github-gardener
0.5,2,1.0,Crymsius,Crymsius/Crymsius-filter
0.5,2,1.0,imlazywithazismyname,Wallvon/AZ-Bot
0.5,2,1.0,sami-suliman,"sami-suliman/ruby-objects-has-many-through-readme-online-web-ft-081219"
0.5,2,1.0,e-koch,Astroua/LocalGroup-VLA
0.5,2,1.0,karateke,"karateke/karateke.github.io"
0.5,16,8.0,Rikuya-Matsuo,Yutaro-Ono/ScrapScramble
0.5,2,1.0,DobroAlex,"DobroAlex/JS_Practise_SchoolBoyDiary"
0.5,2,1.0,violinist-bot,"violinist-dev/drupal-agile"
0.5,4,2.0,pakeji,pequet/coins-by-id
0.5,4,2.0,robbot006,"rob006-software/flarum-lang-polish"
0.5,10,5.0,Jinsoo11,Jinsoo11/repository1
0.5,2,1.0,xndcn,xndcn/cn.engadget.com
0.5,2,1.0,maixingyan,"zhongyishenyan/AccessControlSystem"
0.5,2,1.0,leandrocodes,"leandrocodes/vue.js-studies"
0.5,2,1.0,Valtosin,"frosty-dev/white-dream-main"
0.5,2,1.0,hostcommit,bastiandg/hosts
0.5,8,4.0,chrisy,chrisy/vpp
0.5,2,1.0,r2d212345,cnels127/JARND
0.5,4,2.0,davi13,davi13/node-task_manager
0.5,6,3.0,violinist-bot,"violinist-dev/drupal-pyramid"
0.5,2,1.0,despottt,despottt/productive_remo
0.5,4,2.0,jonathantan123,"jonathantan123/ruby-enumerables-cartoon-collections-lab-nyc-web-091619"
0.5,2,1.0,MrHate,exorteam/Exort
0.5,40,20.0,para39,17cuA/ActionGame
0.5,2,1.0,webgeardarko,"webgeardarko/webgeardarko.github.io"
0.5,2,1.0,nsolomon-nycc,"NewYorkCityCouncil/Parks_PA"
0.5,4,2.0,akardet,akardet/nullui-v2
0.5,2,1.0,BillKroger,"BillKroger/billkroger.github.io"
0.5,2,1.0,pCYSl5EDgo,"pCYSl5EDgo/UniNativeLinq-EditorExtension"
0.5,2,1.0,lshlsh7633,lshlsh7633/repository2
0.5,10,5.0,thilo-behnke,ls1intum/Artemis
0.5,4,2.0,speedtracker-bot,skusunam/speedtracker
0.5,2,1.0,evanaeva,evanaeva/My-Portfolio
0.5,4,2.0,87591,87591/increase01
0.5,6,3.0,6DDUU6,6DDUU6/6DDUU6.github.io
0.5,4,2.0,hjylewis,hjylewis/esplint
0.5,2,1.0,khuthy,khuthy/yakha-project
0.5,2,1.0,bruxy70,"bruxy70/CZ-Public-Transport"
0.5,2,1.0,lynkeib,lynkeib/LeetCode
0.5,2,1.0,Steve-bbo,Steve-bbo/repository1
0.5,2,1.0,magnolium,magnolium/Battleship
0.5,4,2.0,cryptobigbro,"cryptobigbro/bitmex-LTCU19"
0.5,2,1.0,RathcooleMedicalCentre,"RathcooleMedicalCentre/RathcooleMedicalCentre"
0.5,2,1.0,v2sual,Xuans/v2sual
0.5,2,1.0,ATiltedTree,ATiltedTree/projectbot
0.5,2,1.0,GitDzreal93,GitDzreal93/solo-blog
0.5,2,1.0,asfgit,apache/lucene-solr
0.5,2,1.0,bryan2893,"bryan2893/front-jehova-jireth-manager"
0.5,4,2.0,alienwow,dotnetcore/WTM
0.5,2,1.0,mitchweaver,bonsai-linux/bonsai
0.5,2,1.0,maelle,lockedata/cransays
0.5,2,1.0,vioravis,vioravis/image-viewer
0.5,2,1.0,codesbull,"codesbull/codesbull.github.io"
0.5,2,1.0,snoopycrimecop,"snoopycrimecop/bioformats"
0.5,2,1.0,leeze2012,"leeze2012/leeze2012.github.io"
0.5,2,1.0,mayankchauhan971,"mayankchauhan971/yoddhasWebsite"
0.5,2,1.0,kantera800,prplfoundation/prplMesh
0.5,2,1.0,sudoxd,"sudoxd/xyz.sudoxd.phone-nightly"
0.5,6,3.0,sebb94,sebb94/music_player
0.5,2,1.0,boely,uva/prog-natster
0.5,2,1.0,htynkn,htynkn/dubbo
0.5,2,1.0,mapr-devops,mapr/incubator-sentry
0.5,2,1.0,ginami0129g,"ginami0129g/Baekjoon-jh05013"
0.5,2,1.0,parkjs814,"parkjs814/gt-schedule-crawler"
0.5,2,1.0,swiftenv,kylef/swiftenv-api
0.5,2,1.0,blyndiuk,blyndiuk/popular-movies
0.5,4,2.0,myktmht,"myktmht/freemarket_sample_53b"
